Source Type,Risk Type,Risk Greek,Underlying,Tenor Swap,Tenor Option,Tenor Swap Order,Tenor Option Order,Market Date,Open,Current,Move,Market Status,Market Data Status
ir/basis,IR,Basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 6M,N/A,1,,2026-08-13,0.056537,0.057727,0.00119,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 1Y,N/A,2,,2026-08-13,0.052458,0.052788,0.00033,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 2Y,N/A,3,,2026-08-13,0.046115,0.046715,0.0006,OFFICIAL,Available
ir/basis,IR,Basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 5Y,N/A,4,,2026-08-13,0.025267,0.026417,0.00115,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 2Y,N/A,0,,2026-08-13,0.054072,0.053042,-0.00103,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 5Y,N/A,1,,2026-08-13,0.066007,0.066707,0.0007,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 10Y,N/A,2,,2026-08-13,0.061079,0.062009,0.00093,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 30Y,N/A,3,,2026-08-13,0.024537,0.025447,0.00091,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 2Y,N/A,0,,2026-08-13,0.054385,0.053694,-0.000691,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 5Y,N/A,1,,2026-08-13,0.02122,0.0204,-0.00082,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 10Y,N/A,2,,2026-08-13,0.008744,0.009334,0.00059,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 30Y,N/A,3,,2026-08-13,0.009218,0.008708,-0.00051,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 2Y,N/A,0,,2026-08-13,0.02226,0.02157,-0.00069,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 5Y,N/A,1,,2026-08-13,0.03993,0.04107,0.00114,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 10Y,N/A,2,,2026-08-13,0.036885,0.036875,-0.00001,OFFICIAL,Available
ir/bond,IR,Bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 30Y,N/A,3,,2026-08-13,0.063779,0.063159,-0.00062,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-13,237.856,240.15586,2.29986,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 3Y,N/A,1,,2026-08-13,219.96,219.35997,-0.60003,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-13,55.52,55.01986,-0.50014,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 7Y,N/A,3,,2026-08-13,257.72,258.61989,0.89989,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 10Y,N/A,4,,2026-08-13,435,434.19991,-0.80009,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-13,194.492,196.69198,2.19998,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 3Y,N/A,1,,2026-08-13,41.148,39.3479,-1.8001,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-13,323.5,325.09992,1.59992,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 7Y,N/A,3,,2026-08-13,335.276,332.77599,-2.50001,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 10Y,N/A,4,,2026-08-13,375.028,375.62784,0.59984,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 1Y,N/A,0,,2026-08-13,97.688,99.88799,2.19999,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 3Y,N/A,1,,2026-08-13,253.128,251.42788,-1.70012,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 5Y,N/A,2,,2026-08-13,413.988,415.98796,1.99996,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 7Y,N/A,3,,2026-08-13,345.34,347.73998,2.39998,OFFICIAL,Available
credit/delta,Credit,Delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 10Y,N/A,4,,2026-08-13,356.14,356.63995,0.49995,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-13,413.336,415.13596,1.79996,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-13,336.696,337.49594,0.79994,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-13,133.544,134.14385,0.59985,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-13,152.588,151.98791,-0.60009,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-13,243.336,241.83597,-1.50003,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-13,315.344,316.04383,0.69983,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-13,384.456,382.65591,-1.80009,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-13,364.356,366.45596,2.09996,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-13,185.684,184.58383,-1.10017,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-13,317.892,316.69197,-1.20003,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-13,333.416,333.21585,-0.20015,OFFICIAL,Available
credit/vega,Credit,Vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-13,48.192,49.79184,1.59984,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-13,80.46625,80.96614,0.49989,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-13,66.97875,66.77868,-0.20007,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-13,141.49875,142.24873,0.74998,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-13,93.1875,93.03733,-0.15017,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-13,31.5675,32.56746,0.99996,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-13,107.89625,108.34613,0.44988,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-13,67.45625,67.30613,-0.15012,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-13,104.7975,105.5474,0.7499,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-13,121.1325,120.28235,-0.85015,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-13,57.04875,56.5986,-0.45015,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-13,124.4525,124.00246,-0.45004,OFFICIAL,Available
commo/delta,Commo,Delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-13,34.0525,32.80239,-1.25011,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-13,0.196001,0.193341,-0.00266,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-13,0.113873,0.106733,-0.00714,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-13,0.150038,0.143388,-0.00665,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-13,0.056717,0.051547,-0.00517,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-13,0.122216,0.133616,0.0114,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-13,0.275642,0.271602,-0.00404,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-13,0.248165,0.254555,0.00639,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-13,0.0689,0.06934,0.00044,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 1M,N/A,0,,2026-08-13,0.19232,0.1917,-0.00062,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 3M,N/A,1,,2026-08-13,0.324167,0.315027,-0.00914,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 6M,N/A,2,,2026-08-13,0.340151,0.327531,-0.01262,OFFICIAL,Available
commo/vega,Commo,Vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 1Y,N/A,3,,2026-08-13,0.283505,0.294415,0.01091,OFFICIAL,Available
